career_id,career_name,core_skills,interests,personality_fit,description
1117,Legal Analyst,Case Research;Compliance;Contracts;Policy;Writing;Data Analysis;Excel;Public Speaking,Law;Research;Writing;Creativity,INTJ;ENFP;INFJ,Research legal issues and support attorneys.
1118,Paralegal,Client Communication;Documentation;Filing;Research;Scheduling;Negotiation,Law;Support;Detail;Field,ENFP;ENTP;ESFJ,Support lawyers with documentation and prep.
1119,Policy Analyst,Policy;Research;Stakeholder Analysis;Statistics;Writing;Digital Marketing;Drafting;Foreign Language,Policy;Research;Public,INTJ;INTP;ENTP;ENFP,Evaluate policy options and impacts.
1120,Political Campaign Manager,Budgeting;Data;Field Operations;Leadership;Strategy;Hospitality;Statistics,Politics;Campaign;Public;Operations,ENTP;ENTJ,Plan and run political campaigns.
1121,Civil Services Officer,Law;Management;Negotiation;Policy;Writing;Customer Service;Pharmacology,Governance;Public;Leadership;Strategy,ESTJ;ENTJ;INTP,Implement policies and manage public programs.
1122,Diplomat/Foreign Service,Analysis;International Relations;Languages;Protocol;Writing;Negotiation;Public Speaking,Policy;International;Public;Field;Strategy,INTP;ESTJ;ESFJ,Represent the country and negotiate agreements.
1123,Journalist,Editing;Fact-Checking;Interviewing;Multimedia;Writing;Graphic Design,Media;Storytelling;Public;Service,ENTP;ISTJ;INFJ,Report news and produce stories.
1124,Video Editor,After Effects;Audio;Color Grading;Editing;Storytelling;Anatomy;Creativity;Documentation,Media;Creativity;Post-Production;Field,ENFP;ESTJ;INFP;INTP,Edit video content and craft narratives.
1125,Photographer,Client Communication;Composition;Editing;Lighting;Photography;Accounting;Clinical Diagnosis,Media;Creativity;Art;Operations,INTP;ENTP;ENFP,Shoot and edit photos for clients or media.
1126,Music Producer,Arrangement;Collaboration;DAW;Mastering;Sound Design;Problem Solving;Research,Music;Creativity;Production,ENFP;ESTJ;INTP,Produce and polish music tracks.
1127,Teacher (School),Assessment;Classroom Management;Communication;Lesson Planning;Subject Knowledge;Foreign Language;Photography,Education;Teaching;Mentorship;Leadership;Compliance,ESFJ;ESTJ,Teach and mentor students at school level.
1128,Professor/Lecturer,Curriculum;Mentoring;Publications;Research;Teaching;Customer Service;Public Speaking,Education;Research;Teaching;Leadership,ENTP;INTJ,Teach in college and publish research.
1129,Instructional Designer,Assessment;Authoring Tools;Pedagogy;Storyboarding;UX;Procurement,Education;Design;Learning;Leadership,ENTP;INFJ;ENFJ,Design e-learning materials and curricula.
1130,Sales Manager,CRM;Pipeline;Presentation;Sales Strategy;Targets;Statistics,Sales;Business;Leadership;Service,ISTJ;ESFJ,Lead sales teams and manage revenue targets.
1131,Business Development Executive,CRM;Follow-ups;Negotiation;Pitching;Prospecting;Clinical Diagnosis,Sales;Growth;Client;Leadership,ESFJ;ENFP;ESTJ,Acquire new clients and partnerships.
1132,HR Generalist,Employee Relations;Excel;Payroll;Policies;Recruitment;Accounting;Econometrics,HR;People;Operations;Field;Creativity,ENTP;ESFJ;ENFJ,Handle HR ops and employee lifecycle.
1133,Recruiter/Talent Acquisition,ATS;Coordination;JD Writing;Negotiation;Sourcing;Design Thinking;Econometrics;Marketing,HR;Hiring;Communication;Service,INTP;ENFJ;ESFJ;ESTJ,Find and evaluate candidates for roles.
1134,Operations Manager,KPIs;Leadership;Process Improvement;Quality;Scheduling;Communication;Teamwork,Operations;Management;Scaling;Service,ENFP;ENTP;INTP;ESTJ,Run day-to-day operations and improve efficiency.
1135,Supply Chain Manager,Demand Planning;Excel;Logistics;Procurement;SAP;Budgeting;Communication,Supply Chain;Logistics;Vendors;Strategy;Research,ENFP;INTP;ENTP,Manage end-to-end supply chain.
1136,Logistics Coordinator,Excel;Routing;Tracking;Transportation;Warehouse;Design Thinking,Logistics;Operations;Vendors;Field;Leadership,ESTJ;ISTJ,Coordinate shipments and warehousing.
1137,Procurement Specialist,Contracts;Costing;Negotiation;SAP;Vendor Management;Law;Logistics;Risk Management,Procurement;Vendors;Cost;Research,ISTJ;ESFJ,Source goods/services and negotiate deals.
1138,Hotel Manager,Budgeting;Front Office;Guest Experience;Housekeeping;Operations;Photography;Research,Hospitality;Service;Operations;Compliance;Field,INTP;ESFJ;ESTJ;ENFJ,Manage hotel departments and guest satisfaction.
1139,Chef,Creativity;Hygiene;Inventory;Menu Planning;Teamwork;Policy,Food;Creativity;Operations;Sales,ENFP;INTP;ENTP;ESFJ,Prepare dishes and manage kitchen operations.
1140,Event Planner,Budgeting;Coordination;Creativity;Logistics;Negotiation;Problem Solving;Procurement,Events;Creativity;Ops;Research;Operations,ENFP;ENTP,Plan and execute events.
1141,Travel Consultant,Bookings;Customer Service;Geography;Itineraries;Sales;Data Analysis;Leadership,Travel;Service;Sales;Field,ENTP;ISTJ,Design travel plans and handle bookings.
1142,Architect,3D Modeling;Building Codes;CAD;Presentation;Project Management;Critical Thinking;Customer Service;Risk Management,Architecture;Design;Construction;Field,ISFP;ENFP,Design buildings and manage projects.
1143,Civil Engineer,AutoCAD;Contracts;QA/QC;Site Management;Structures;Teamwork;Time Management,Construction;Infrastructure;Project;Sales,INTP;INTJ;ESTJ;ISTJ,Plan and oversee civil works.
1144,Environmental Scientist,Data Analysis;Field Work;Policy;Reporting;Sampling;Accounting;Excel,Environment;Research;Sustainability;Strategy,ISTJ;INTJ;ESFJ,Study environmental impacts and mitigation.
1145,Agronomist,Crop Management;Field Trials;Irrigation;Pest Control;Soil Science;Procurement;Teamwork,Agriculture;Field;Research;Operations,ISFJ;ENTP;INTP,Optimize crop production and advise farmers.
1146,Social Worker,Community Outreach;Coordination;Counseling;Documentation;Empathy;Finance;Teamwork,NGO;Community;Service;Compliance,INTP;ISTJ;ESFJ;ESTJ,Support individuals and communities.
1147,NGO Program Manager,Budgeting;Coordination;Grant Writing;Monitoring & Evaluation;Program Design;Marketing;Policy;Problem Solving,NGO;Projects;Public;Compliance,ESTJ;ENFP;ENFJ;ENTP,Manage social programs and partnerships.
1148,Sports Coach,Coaching;Communication;Fitness;Motivation;Planning;ERP;PowerPoint,Sports;Training;Mentorship;Research,ENFJ;ENFP;ESFJ,Train athletes and plan sessions.
1149,Pilot,Aviation;Communication;Instrumentation;Navigation;Safety;Budgeting;Counseling;Problem Solving,Aviation;Safety;Precision;Teaching;Operations,ENFP;ISTJ;ENTP;ESTJ,Operate aircraft safely and efficiently.
1150,Merchant Navy Officer,Engine Ops;Navigation;Safety;Teamwork;Watchkeeping;Leadership,Maritime;Operations;Safety;Strategy,ISTJ;ENTP;ESTJ,Operate ships and manage onboard operations.
1151,Investment Analyst,Excel;Finance;Financial Modeling;Presentation;Valuation;Anatomy;Clinical Diagnosis,Markets;Analysis;Strategy;Sales,INTP;ESFJ,"Analyze companies, build models, and recommend investments."
1152,Accountant,Auditing;ERP;Reconciliation;Reporting;Taxation;Problem Solving;Writing,Compliance;Reporting;Detail;Field;Teaching,ISFJ;ISTJ;ENTP,"Prepare financial statements, manage taxes and compliance."
1153,Financial Planner,Advisory;Communication;Excel;Finance;Wealth Management;Anatomy;Creativity;Customer Service,Client;Planning;Finance;Leadership;Sales,ENTJ;ENTP,"Advise clients on investments, insurance, and goals."
1154,Risk Analyst,Compliance;Excel;Governance;Reporting;Statistics;Leadership;Pharmacology;Rehabilitation,Risk;Governance;Data;Service;Field,INTJ;ENFP;INTP,Quantify and manage financial/operational risks.
1155,Economist,Policy;R;Stata;Statistics;Writing;Rehabilitation;Sales,Research;Policy;Data;Sales,ESTJ;INTJ;INTP,Study economic trends and evaluate policies.
1156,Doctor (General Practitioner),Clinical Diagnosis;Communication;Documentation;Patient Care;Pharmacology;CAD;Law;Logistics,Healthcare;People;Service;Teaching;Operations,ESFJ;ENTP;ENFP;INFJ,Diagnose and treat common illnesses; coordinate care.
1157,Surgeon,Anatomy;Asepsis;Decision Making;Surgery;Teamwork,Healthcare;Precision;Emergency;Creativity;Leadership,INTP;ESFJ;ENTJ,Perform surgical procedures and manage perioperative care.
1158,Nurse,Documentation;Empathy;Patient Care;Teamwork;Vitals;Data Analysis;Law,Care;Healthcare;Service;Teaching,ENFP;ESTJ;ISTJ,Provide nursing care and coordinate with healthcare teams.
1159,Pharmacist,Dispensing;Documentation;Inventory;Pharmacology;Regulations;ERP;Foreign Language;Rehabilitation,Healthcare;Compliance;Service;Strategy;Creativity,ISFJ;ESFJ;ISTJ,Dispense medications and advise on safe usage.
1160,Physiotherapist,Anatomy;Assessment;Counseling;Exercise Therapy;Rehabilitation;Finance;Public Speaking;Statistics,Care;Movement;Health;Research;Strategy,INFJ;ENFJ;ISTJ;ESTJ,Help patients recover mobility and function.
1161,Lawyer (Litigation),Client Management;Drafting;Law;Negotiation;Public Speaking;Excel;Leadership;Marketing,Law;Advocacy;Strategy;Service,ENTJ;ESFJ;ENFJ;ENFP,"Argue cases, draft petitions, and advise clients."
1162,Corporate Lawyer,Company Law;Compliance;Drafting;M&A;Negotiation;Time Management,Law;Business;Strategy;Teaching,ENFP;ISTJ;ENTP,Draft/negotiates contracts and handle corporate compliance.
1163,Legal Analyst,Case Research;Compliance;Contracts;Policy;Writing;CAD,Law;Research;Writing;Teaching,ENTP;ESFJ;INTJ;INTP,Research legal issues and support attorneys.
1164,Paralegal,Client Communication;Documentation;Drafting;Filing;Research;Finance;Foreign Language,Law;Support;Detail;Strategy;Field,ISTJ;ESFJ;ISFJ,Support lawyers with documentation and prep.
1165,Policy Analyst,Policy;Presentation;Stakeholder Analysis;Statistics;Writing;Econometrics;Law;Research,Policy;Research;Public;Strategy,INTP;ENFP;ESFJ,Evaluate policy options and impacts.
1166,Political Campaign Manager,Budgeting;Communication;Data;Field Operations;Strategy;PowerPoint;Procurement;Statistics,Politics;Campaign;Public;Strategy;Sales,ISTJ;ENFP;ENTP;ESTJ,Plan and run political campaigns.
1167,Civil Services Officer,Administration;Law;Management;Negotiation;Policy;Leadership,Governance;Public;Leadership;Field;Strategy,ENTJ;ESFJ;ENTP,Implement policies and manage public programs.
1168,Diplomat/Foreign Service,Analysis;International Relations;Languages;Protocol;Writing;Procurement,Policy;International;Public;Strategy;Research,INTJ;INTP;ENTP,Represent the country and negotiate agreements.
1169,Journalist,Editing;Interviewing;Multimedia;Reporting;Writing;Negotiation;Risk Management,Media;Storytelling;Public;Leadership;Sales,INFJ;ESFJ;ENFP,Report news and produce stories.
1170,Video Editor,Audio;Color Grading;Editing;Premiere Pro;Storytelling;Communication;Negotiation;Public Speaking,Media;Creativity;Post-Production;Field,ESFJ;ENFP,Edit video content and craft narratives.
1171,Photographer,Composition;Editing;Lighting;Photography;Portfolio;Event Management,Media;Creativity;Art;Operations,ISTJ;ENTP;ESFJ,Shoot and edit photos for clients or media.
1172,Music Producer,Arrangement;DAW;Mastering;Mixing;Sound Design;Design Thinking;Teamwork,Music;Creativity;Production;Leadership,INFP;ISFP;ESTJ;ENTP,Produce and polish music tracks.
1173,Teacher (School),Assessment;Classroom Management;Communication;Lesson Planning;Subject Knowledge;Design Thinking,Education;Teaching;Mentorship;Research;Leadership,ENFP;ENTP;ISFJ,Teach and mentor students at school level.
1174,Professor/Lecturer,Curriculum;Grant Writing;Publications;Research;Teaching;Critical Thinking,Education;Research;Teaching,INFJ;ENFP;INTJ;ESTJ,Teach in college and publish research.
1175,Instructional Designer,Assessment;Authoring Tools;Storyboarding;UX;Writing;Critical Thinking;Hospitality;Statistics,Education;Design;Learning;Sales,ENFJ;ESTJ,Design e-learning materials and curricula.
1176,Sales Manager,CRM;Negotiation;Pipeline;Sales Strategy;Targets;Hospitality;Supply Chain,Sales;Business;Leadership,ESTJ;INTP,Lead sales teams and manage revenue targets.
1177,Business Development Executive,CRM;Cold Outreach;Follow-ups;Pitching;Prospecting;Teamwork,Sales;Growth;Client;Strategy;Operations,ESTJ;ENTP;ENFP,Acquire new clients and partnerships.
1178,HR Generalist,Compliance;Employee Relations;Payroll;Policies;Recruitment;Procurement;Statistics,HR;People;Operations;Strategy,ISFJ;INTP;ESFJ;ENFP,Handle HR ops and employee lifecycle.
1179,Recruiter/Talent Acquisition,ATS;Coordination;Interviewing;Negotiation;Sourcing;Quality Control,HR;Hiring;Communication;Field,ENTP,Find and evaluate candidates for roles.
1180,Operations Manager,Budgeting;Leadership;Process Improvement;Quality;Scheduling;Photography;Project Management;Quality Control,Operations;Management;Scaling;Strategy,ENTJ;ESTJ,Run day-to-day operations and improve efficiency.
1181,Supply Chain Manager,Demand Planning;Excel;Inventory;Procurement;SAP;Finance,Supply Chain;Logistics;Vendors;Compliance;Strategy,ENTP;ISTJ,Manage end-to-end supply chain.
1182,Logistics Coordinator,Documentation;Excel;Routing;Tracking;Warehouse;Accounting;Event Management,Logistics;Operations;Vendors;Strategy;Sales,ISTJ;ESTJ,Coordinate shipments and warehousing.
1183,Procurement Specialist,Compliance;Contracts;Negotiation;SAP;Vendor Management;Critical Thinking;Leadership,Procurement;Vendors;Cost;Teaching,ISTJ;ENFP;ESTJ,Source goods/services and negotiate deals.
1184,Hotel Manager,Budgeting;Front Office;Guest Experience;Housekeeping;Operations;Communication;ERP,Hospitality;Service;Operations;Research,ENTP;ISTJ;ENFP,Manage hotel departments and guest satisfaction.
1185,Chef,Cooking;Creativity;Inventory;Menu Planning;Teamwork;Digital Marketing,Food;Creativity;Operations;Compliance,ENTP;INTP;ESTJ,Prepare dishes and manage kitchen operations.
1186,Event Planner,Budgeting;Coordination;Creativity;Logistics;Vendor Management,Events;Creativity;Ops;Sales,ENTP;ESFJ;ESTJ,Plan and execute events.
1187,Travel Consultant,Bookings;Customer Service;Geography;Itineraries;Sales,Travel;Service;Sales;Compliance;Teaching,ENFP;ISTJ;INTP,Design travel plans and handle bookings.
1188,Architect,Building Codes;CAD;Design;Presentation;Project Management;PowerPoint;Research,Architecture;Design;Construction;Research;Service,ISTJ;ENFP,Design buildings and manage projects.
1189,Civil Engineer,Contracts;Estimation;QA/QC;Site Management;Structures;Research;Sales,Construction;Infrastructure;Project;Sales,ESTJ;ISTJ;ENTP,Plan and oversee civil works.
1190,Environmental Scientist,Data Analysis;Field Work;Policy;Reporting;Sampling;Digital Marketing;First Aid,Environment;Research;Sustainability;Service,ISTJ;ESFJ,Study environmental impacts and mitigation.
1191,Agronomist,Extension;Field Trials;Irrigation;Pest Control;Soil Science;Accounting,Agriculture;Field;Research,ISTJ;ISFJ,Optimize crop production and advise farmers.
1192,Social Worker,Casework;Coordination;Counseling;Documentation;Empathy;Event Management,NGO;Community;Service,INTP;ISTJ;ENTP;INFJ,Support individuals and communities.
1193,NGO Program Manager,Budgeting;Coordination;Grant Writing;Monitoring & Evaluation;Program Design;Quality Control,NGO;Projects;Public;Creativity,ISTJ;ESTJ;ENTJ,Manage social programs and partnerships.
1194,Sports Coach,Assessment;Coaching;Fitness;Motivation;Planning;Quality Control;Research,Sports;Training;Mentorship;Service;Research,ESTJ;INTP;ENFJ;ENFP,Train athletes and plan sessions.
1195,Pilot,Aviation;Checklists;Communication;Instrumentation;Safety;PowerPoint;Statistics;Teamwork,Aviation;Safety;Precision;Creativity,INTP;ESFJ;ISTJ;ESTJ,Operate aircraft safely and efficiently.
1196,Merchant Navy Officer,Compliance;Engine Ops;Navigation;Teamwork;Watchkeeping;Econometrics,Maritime;Operations;Safety;Service,ISTJ;ESFJ;ESTJ,Operate ships and manage onboard operations.
1197,Investment Analyst,Excel;Finance;Financial Modeling;Presentation;Research;Logistics;Negotiation,Markets;Analysis;Strategy;Research,ENTP;ENFP,"Analyze companies, build models, and recommend investments."
1198,Accountant,Auditing;ERP;Excel;Reconciliation;Reporting;Critical Thinking;Supply Chain,Compliance;Reporting;Detail;Strategy,ESTJ;ISTJ;ESFJ,"Prepare financial statements, manage taxes and compliance."
1199,Financial Planner,Advisory;Communication;Finance;Risk Management;Wealth Management;Time Management,Client;Planning;Finance;Operations;Teaching,ENFP;INTP,"Advise clients on investments, insurance, and goals."
1200,Risk Analyst,Excel;Reporting;Risk Management;SQL;Statistics;Clinical Diagnosis;Policy,Risk;Governance;Data;Operations,INTP;ENFP;ESFJ;ISTJ,Quantify and manage financial/operational risks.
1201,Economist,Policy;R;Research;Stata;Statistics;First Aid;Photography,Research;Policy;Data;Teaching,ESFJ;INTJ,Study economic trends and evaluate policies.
1202,Doctor (General Practitioner),Anatomy;Clinical Diagnosis;Communication;Patient Care;Pharmacology;Logistics;PowerPoint,Healthcare;People;Service;Research,ENTP;ISFJ;ENFP,Diagnose and treat common illnesses; coordinate care.
1203,Surgeon,Asepsis;Decision Making;Documentation;Surgery;Teamwork;Procurement;Risk Management,Healthcare;Precision;Emergency;Creativity;Service,INTP;INTJ,Perform surgical procedures and manage perioperative care.
1204,Nurse,Documentation;Empathy;Medication;Patient Care;Vitals;Research,Care;Healthcare;Service;Compliance,ESTJ;ENFP;ESFJ;INTP,Provide nursing care and coordinate with healthcare teams.
1205,Pharmacist,Counseling;Documentation;Inventory;Pharmacology;Regulations;Sales,Healthcare;Compliance;Service,INTJ;ENTP;ISTJ;ESTJ,Dispense medications and advise on safe usage.
1206,Physiotherapist,Anatomy;Assessment;Counseling;Exercise Therapy;Rehabilitation;Critical Thinking;Negotiation,Care;Movement;Health;Research;Field,INTP;ESTJ,Help patients recover mobility and function.
1207,Lawyer (Litigation),Case Research;Client Management;Drafting;Negotiation;Public Speaking;Hospitality;Photography,Law;Advocacy;Strategy;Sales;Creativity,INTP;ESTJ;ENFP,"Argue cases, draft petitions, and advise clients."
1208,Corporate Lawyer,Company Law;Compliance;Contracts;Drafting;Negotiation;Communication;Logistics,Law;Business;Strategy;Operations,ENFP;ENTJ;ESTJ;ENTP,Draft/negotiates contracts and handle corporate compliance.
1209,Legal Analyst,Case Research;Contracts;Excel;Policy;Writing;Public Speaking,Law;Research;Writing;Field,INFJ;ESFJ;INTP,Research legal issues and support attorneys.
1210,Paralegal,Client Communication;Documentation;Drafting;Filing;Research;Teamwork;Video Editing,Law;Support;Detail;Research,ENFP;ESTJ,Support lawyers with documentation and prep.
1211,Policy Analyst,Policy;Presentation;Research;Statistics;Writing;Drafting;Leadership;Photography,Policy;Research;Public;Operations,INTP;ENTP;INFJ;ESTJ,Evaluate policy options and impacts.
1212,Political Campaign Manager,Communication;Data;Field Operations;Leadership;Strategy;Marketing;Policy,Politics;Campaign;Public;Field,ENTP;ISTJ;INTP;ENFP,Plan and run political campaigns.
1213,Civil Services Officer,Administration;Law;Negotiation;Policy;Writing;Econometrics;Procurement,Governance;Public;Leadership;Compliance;Research,ENTJ;ESTJ;ESFJ;INTP,Implement policies and manage public programs.
1214,Diplomat/Foreign Service,Analysis;Languages;Negotiation;Protocol;Writing;Quality Control;Supply Chain,Policy;International;Public;Research;Creativity,INTJ;ESFJ;ENFP,Represent the country and negotiate agreements.
1215,Journalist,Editing;Interviewing;Multimedia;Reporting;Writing;Finance;Policy,Media;Storytelling;Public;Sales;Creativity,ESTJ;ISTJ;ENTP;ESFJ,Report news and produce stories.
1216,Video Editor,After Effects;Audio;Color Grading;Premiere Pro;Storytelling;Public Speaking;Statistics,Media;Creativity;Post-Production;Teaching,ENFP;ESFJ,Edit video content and craft narratives.
1217,Photographer,Client Communication;Composition;Editing;Lighting;Photography;Clinical Diagnosis;Pharmacology,Media;Creativity;Art;Sales,ISTJ;INFP;ENFP,Shoot and edit photos for clients or media.
1218,Music Producer,Arrangement;Collaboration;DAW;Mastering;Mixing;Drafting;Event Management;PowerPoint,Music;Creativity;Production;Compliance;Strategy,INTP;ENTP;ISTJ,Produce and polish music tracks.
1219,Teacher (School),Assessment;Classroom Management;Communication;Lesson Planning;Subject Knowledge;Law;Project Management,Education;Teaching;Mentorship;Operations,ESTJ;ENFJ,Teach and mentor students at school level.
1220,Professor/Lecturer,Grant Writing;Mentoring;Publications;Research;Teaching;Rehabilitation;Teamwork,Education;Research;Teaching;Strategy,ESTJ;INFJ,Teach in college and publish research.
1221,Instructional Designer,Assessment;Authoring Tools;Pedagogy;UX;Writing;Data Analysis;Logistics,Education;Design;Learning;Creativity,ISTJ;ENFJ;ESFJ;INTP,Design e-learning materials and curricula.
1222,Sales Manager,CRM;Pipeline;Presentation;Sales Strategy;Targets;Law;Procurement;Statistics,Sales;Business;Leadership;Research;Teaching,ESTJ;ISTJ;ENTP,Lead sales teams and manage revenue targets.
1223,Business Development Executive,CRM;Follow-ups;Negotiation;Pitching;Prospecting;Drafting,Sales;Growth;Client;Service,ISTJ;ESTJ;ENTP;ESFJ,Acquire new clients and partnerships.
1224,HR Generalist,Employee Relations;Excel;Payroll;Policies;Recruitment;Research,HR;People;Operations;Strategy;Sales,ESTJ;ISFJ;ESFJ;INTP,Handle HR ops and employee lifecycle.
1225,Recruiter/Talent Acquisition,Coordination;Interviewing;JD Writing;Negotiation;Sourcing;Finance;Rehabilitation;Statistics,HR;Hiring;Communication;Research,ENFP;ENTP;INTP;ESFJ,Find and evaluate candidates for roles.
1226,Operations Manager,Budgeting;KPIs;Leadership;Process Improvement;Scheduling;Documentation,Operations;Management;Scaling;Strategy;Service,ISTJ;ENFP;ESTJ,Run day-to-day operations and improve efficiency.
1227,Supply Chain Manager,Demand Planning;Inventory;Logistics;Procurement;SAP;Hospitality,Supply Chain;Logistics;Vendors;Service,ESFJ;INTP;ESTJ,Manage end-to-end supply chain.
1228,Logistics Coordinator,Documentation;Excel;Routing;Transportation;Warehouse;Event Management;Supply Chain;Teamwork,Logistics;Operations;Vendors,INTP;ESTJ,Coordinate shipments and warehousing.
1229,Procurement Specialist,Compliance;Costing;Negotiation;SAP;Vendor Management;PowerPoint,Procurement;Vendors;Cost;Creativity;Teaching,ENTJ;ISTJ;INTP;ESFJ,Source goods/services and negotiate deals.
1230,Hotel Manager,Budgeting;Front Office;Housekeeping;Operations;Revenue;First Aid;Marketing;Writing,Hospitality;Service;Operations;Strategy;Leadership,ISTJ;ESTJ;ENFJ,Manage hotel departments and guest satisfaction.
1231,Chef,Cooking;Creativity;Hygiene;Inventory;Teamwork;Problem Solving,Food;Creativity;Operations;Research;Leadership,ISFP;ESFJ;ENTP,Prepare dishes and manage kitchen operations.
1232,Event Planner,Budgeting;Coordination;Creativity;Logistics;Vendor Management;Communication;Project Management;Writing,Events;Creativity;Ops;Service,ISTJ;ESFJ;ENTP;ESTJ,Plan and execute events.
1233,Travel Consultant,Bookings;Customer Service;GDS;Geography;Sales;Documentation,Travel;Service;Sales;Teaching,ESFJ;ENTP,Design travel plans and handle bookings.
1234,Architect,3D Modeling;Building Codes;CAD;Presentation;Project Management;Finance,Architecture;Design;Construction;Sales;Operations,ISFP;ESTJ;INFJ;ESFJ,Design buildings and manage projects.
1235,Civil Engineer,AutoCAD;Contracts;Estimation;QA/QC;Structures;CAD;Marketing,Construction;Infrastructure;Project;Leadership,INTP;ENFP,Plan and oversee civil works.
1236,Environmental Scientist,Data Analysis;Field Work;GIS;Policy;Sampling;Drafting,Environment;Research;Sustainability;Operations,ESTJ;INTJ;ENTP,Study environmental impacts and mitigation.
1237,Agronomist,Crop Management;Extension;Irrigation;Pest Control;Soil Science;Law,Agriculture;Field;Research;Service,ESTJ;ESFJ;INTJ,Optimize crop production and advise farmers.
1238,Social Worker,Casework;Community Outreach;Coordination;Documentation;Empathy;Econometrics;Foreign Language,NGO;Community;Service;Teaching,ESFJ;ENTP;ISTJ;ENFP,Support individuals and communities.
1239,NGO Program Manager,Budgeting;Coordination;Grant Writing;Monitoring & Evaluation;Program Design;Digital Marketing;Photography,NGO;Projects;Public;Leadership,ENTJ;ENFJ;ENFP;ESTJ,Manage social programs and partnerships.
1240,Sports Coach,Assessment;Coaching;Fitness;Motivation;Planning;Customer Service;Econometrics;Teamwork,Sports;Training;Mentorship;Sales,ENTP;ESFJ,Train athletes and plan sessions.
1241,Pilot,Aviation;Checklists;Communication;Instrumentation;Safety;Procurement,Aviation;Safety;Precision;Field;Service,ESTJ;ENFP;ESFJ,Operate aircraft safely and efficiently.
1242,Merchant Navy Officer,Compliance;Engine Ops;Navigation;Teamwork;Watchkeeping;Foreign Language;Problem Solving,Maritime;Operations;Safety;Sales,ISTJ;ENTJ;ESFJ;ENTP,Operate ships and manage onboard operations.
1243,Investment Analyst,Excel;Financial Modeling;Presentation;Research;Valuation;Foreign Language,Markets;Analysis;Strategy;Service,INTJ;ENTP;ESTJ,"Analyze companies, build models, and recommend investments."
1244,Accountant,Accounting;Compliance;Excel;Reconciliation;Taxation;Documentation,Compliance;Reporting;Detail;Service;Sales,INTP;ESFJ,"Prepare financial statements, manage taxes and compliance."
1245,Financial Planner,Advisory;Communication;Finance;Risk Management;Wealth Management;Accounting;Anatomy;Writing,Client;Planning;Finance;Field;Service,ENFP;ESTJ,"Advise clients on investments, insurance, and goals."
1246,Risk Analyst,Compliance;Excel;Risk Management;SQL;Statistics;Customer Service,Risk;Governance;Data;Service;Operations,INTP;ENTP;INTJ,Quantify and manage financial/operational risks.
1247,Economist,R;Research;Stata;Statistics;Writing;Clinical Diagnosis;Graphic Design;Teamwork,Research;Policy;Data;Field;Service,ESFJ;INTJ;INTP,Study economic trends and evaluate policies.
1248,Doctor (General Practitioner),Clinical Diagnosis;Communication;Documentation;Patient Care;Pharmacology;Hospitality,Healthcare;People;Service;Strategy,ESFJ;ENFP;ESTJ,Diagnose and treat common illnesses; coordinate care.
1249,Surgeon,Anatomy;Asepsis;Decision Making;Documentation;Teamwork;Leadership;Marketing;Supply Chain,Healthcare;Precision;Emergency;Creativity;Sales,ISTJ;INTP,Perform surgical procedures and manage perioperative care.
1250,Nurse,Documentation;Empathy;Medication;Patient Care;Teamwork;Graphic Design,Care;Healthcare;Service;Creativity,ESFJ;ENTP,Provide nursing care and coordinate with healthcare teams.
1251,Pharmacist,Counseling;Dispensing;Documentation;Inventory;Regulations;ERP;Foreign Language;Procurement,Healthcare;Compliance;Service;Operations,ISFJ;ESFJ,Dispense medications and advise on safe usage.
1252,Physiotherapist,Anatomy;Assessment;Counseling;Exercise Therapy;Rehabilitation;Problem Solving,Care;Movement;Health;Research,ESFJ;ISTJ;ENTP,Help patients recover mobility and function.
1253,Lawyer (Litigation),Case Research;Client Management;Law;Negotiation;Public Speaking;Excel,Law;Advocacy;Strategy;Teaching;Field,ENTP;INTJ;ENFJ,"Argue cases, draft petitions, and advise clients."
1254,Corporate Lawyer,Company Law;Compliance;Contracts;Drafting;Negotiation;Data Analysis;Econometrics,Law;Business;Strategy;Sales;Field,ESTJ;ENTP;ENFP;ISTJ,Draft/negotiates contracts and handle corporate compliance.
1255,Legal Analyst,Case Research;Contracts;Excel;Policy;Writing;Leadership;Negotiation,Law;Research;Writing;Creativity,INFJ;ESTJ;ENFP,Research legal issues and support attorneys.
1256,Paralegal,Client Communication;Documentation;Drafting;Research;Scheduling;Project Management;Public Speaking,Law;Support;Detail;Leadership,ENTP;ESFJ;ISFJ;ENFP,Support lawyers with documentation and prep.
1257,Policy Analyst,Policy;Presentation;Research;Stakeholder Analysis;Statistics;Procurement;Project Management,Policy;Research;Public;Operations,ENFP;ISTJ,Evaluate policy options and impacts.
1258,Political Campaign Manager,Budgeting;Communication;Data;Field Operations;Strategy;Foreign Language;Pharmacology;Research,Politics;Campaign;Public;Service,ESTJ;ESFJ;ENFP,Plan and run political campaigns.
1259,Civil Services Officer,Administration;Law;Management;Negotiation;Policy;Budgeting;ERP;Risk Management,Governance;Public;Leadership;Operations,ISTJ;ENTP;ENFP,Implement policies and manage public programs.
1260,Diplomat/Foreign Service,Analysis;International Relations;Languages;Protocol;Writing;Econometrics;Excel;Leadership,Policy;International;Public;Teaching;Service,ISTJ;ESTJ,Represent the country and negotiate agreements.
1261,Journalist,Fact-Checking;Interviewing;Multimedia;Reporting;Writing;Event Management,Media;Storytelling;Public;Leadership,ISTJ;INFJ,Report news and produce stories.
